L,R,F,M,C
44,5,17,15031,0.596225135
71,6,6,6546,1.369048274
29,2,9,10312,0.868942979
22,3,13,10845,0.826155832
69,10,6,7830,1.14412516
105,11,10,14885,0.601807188
84,6,14,15933,0.562216783
77,3,6,10657,0.840548935
72,0,9,12806,0.699331563
62,0,10,13891,0.644700885
41,2,8,12080,0.74134851
55,0,9,10280,0.871152724
25,17,5,12834,0.697779336
88,3,10,14784,0.605685877
29,4,5,13629,0.656981437
22,5,9,17482,0.512158792
14,5,11,12177,0.735270592
64,8,19,19175,0.466925684
23,1,12,12923,0.692760969
38,4,14,10422,0.858923431
76,2,8,12338,0.725522775
25,0,34,9163,0.976907126
43,5,8,10732,0.834070071
46,14,13,14223,0.629332771
69,4,7,10695,0.836900421
77,3,14,11976,0.747371409
65,0,7,13965,0.640893663
79,3,15,15556,0.575271278
40,3,6,11578,0.772902056
82,0,6,6790,1.317863034
57,2,11,11120,0.804497302
69,0,17,17816,0.502118321
29,11,11,12414,0.720565491
28,13,5,10054,0.889695644
102,3,5,8141,1.098743398
99,1,7,13144,0.680489957
61,0,18,18079,0.494731456
79,6,11,12244,0.730446749
25,6,7,12373,0.722802069
82,13,9,11027,0.810968532
26,2,11,12268,0.72892566
40,1,5,12795,0.698866745
47,5,9,16194,0.552178585
76,0,10,14991,0.596479888
92,6,7,11624,0.769251549
38,0,11,9701,0.921729719
93,3,9,10502,0.851377833
73,0,5,12421,0.719842203
30,2,8,15046,0.594242324
103,0,12,17517,0.510399041
26,0,8,13077,0.683690449
23,1,9,10697,0.835763298
39,22,2,16254,0.55
18,13,2,16254,0.55
14,14,2,16254,0.55
17,14,5,11610,0.77
34,1,11,12811,0.697805792
42,2,10,9719,0.919796275
84,3,17,10298,0.868031657
21,5,9,10097,0.885242151
68,1,6,10484,0.852552461
71,12,6,8122,1.100480177
39,0,8,13660,0.654292826
20,12,7,12460,0.717291332
22,0,10,18562,0.48140125
27,10,3,6173,1.447432367
49,5,9,12093,0.738853882
55,2,9,11006,0.811796293
33,5,11,14050,0.635881851
45,1,12,14470,0.617416033
102,0,15,15322,0.583082496
41,14,5,11154,0.800896539
26,1,7,14393,0.620659348
64,12,7,11780,0.75827674
48,15,8,10471,0.852941457
90,19,5,10385,0.86
37,23,2,5954,1.5
17,2,10,13165,0.678363084
20,18,5,15395,0.580064956
27,1,11,11158,0.800324431
40,8,7,10925,0.817377574
27,0,8,14397,0.620226436
65,10,10,13868,0.643870782
98,5,14,13540,0.659465288
16,9,6,13621,0.655540709
55,3,14,11869,0.75225714
51,3,9,10907,0.818598148
15,6,3,15148,0.589358331
75,1,12,15080,0.592013926
53,12,6,14568,0.612808896
13,0,5,15657,0.570173086
12,0,30,12183,0.7327366
14,1,3,11536,0.773822816
61,1,13,13729,0.650205405
39,1,9,14421,0.618993828
104,6,9,7114,1.254737138
100,19,5,9711,0.919174132
45,2,11,14318,0.623373376
19,11,5,10183,0.876460768
13,1,7,11741,0.760137978
19,13,12,10336,0.863428793
65,2,4,11368,0.785
45,0,15,13159,0.678152595
103,12,7,13772,0.647955998
78,5,12,12422,0.718323136
18,14,8,14750,0.604949153
50,3,13,13739,0.649452653
71,0,7,14608,0.610804354
24,5,5,9524,0.936854263
89,3,6,10838,0.823214615
94,7,11,10927,0.816497666
48,2,6,14356,0.621451658
15,1,7,13236,0.673873527
75,0,8,14720,0.605887228
104,1,20,13619,0.654809457
21,1,10,16975,0.525319588
55,2,7,11080,0.804804152
30,7,8,15936,0.559546938
55,2,7,13280,0.671409639
21,3,8,14121,0.631417038
50,0,17,11880,0.750522727
28,8,8,14563,0.612244043
37,3,10,11389,0.782854509
20,2,9,12195,0.731111111
13,6,11,11452,0.778544359
67,4,11,18853,0.472914125
71,5,19,11476,0.776842105
71,1,8,10181,0.875628131
14,1,8,11528,0.773272901
68,1,10,11624,0.766839298
88,0,14,19081,0.467152665
30,8,10,14068,0.633569093
74,9,10,13008,0.685197571
63,9,8,11841,0.752720209
83,5,6,6374,1.398214622
57,3,12,11808,0.754716294
75,1,12,10893,0.818098779
25,4,12,11214,0.794670055
19,0,10,15086,0.59070529
50,6,11,10389,0.857766869
39,9,11,11823,0.753724943
20,4,8,11520,0.773543403
54,3,15,11107,0.802281444
90,0,11,11336,0.786057692
74,4,8,11677,0.763095829
12,7,4,17036,0.523042381
17,2,6,13035,0.683568853
18,1,7,10309,0.864183723
40,2,6,14394,0.61892872
39,6,8,13436,0.663023221
42,12,10,13567,0.656593204
33,4,6,14692,0.606295943
14,0,7,13621,0.653913075
17,6,5,13215,0.674
12,0,12,11509,0.773861326
38,7,9,11150,0.798700448
25,0,13,15213,0.585367778
12,0,15,16420,0.542334957
69,4,9,15086,0.590252552
86,8,7,15432,0.577014645
17,13,5,12148,0.732988969
14,4,7,15485,0.574977075
13,7,7,10946,0.813372008
17,0,14,17374,0.512433521
22,2,6,15296,0.581969142
31,0,9,12847,0.692893282
50,4,12,18586,0.478860971
34,3,12,15031,0.592053756
42,6,3,21620,0.411572618
17,11,7,14574,0.61051187
98,0,12,16646,0.534492371
39,4,7,10570,0.841697256
94,0,6,11877,0.749023322
81,4,6,10333,0.860824543
88,0,9,15236,0.583775925
112,0,5,11044,0.805288845
81,3,10,13684,0.649921806
81,5,11,12141,0.732482497
96,2,10,12516,0.710512943
18,1,8,11816,0.752558395
23,2,7,16585,0.536115164
99,2,8,14028,0.633782435
53,4,12,15354,0.579038687
41,4,7,13015,0.683091049
25,7,12,11357,0.782737519
33,2,9,10893,0.816001102
12,1,14,15995,0.555708034
61,0,8,11273,0.78845915
19,8,8,13775,0.645229038
62,0,7,12002,0.740538244
18,1,8,15769,0.563629273
12,6,7,9293,0.956386527
111,2,10,13199,0.673307069
106,11,10,13446,0.660917745
20,0,9,11509,0.772092276
44,4,6,13450,0.660669888
93,0,9,14601,0.608572016
93,2,9,13535,0.656497968
93,0,6,11866,0.748819316
33,5,6,14384,0.617727336
72,1,18,12962,0.685489894
34,3,8,9562,0.929187408
63,11,13,15593,0.569784519
69,1,11,12664,0.701551642
37,4,7,10582,0.83951805
12,8,7,12407,0.716001451
82,4,2,8507,1.044193018
24,18,3,9690,0.916666667
65,9,10,13489,0.658484691
26,0,12,12492,0.710947807
90,5,6,14066,0.631337267
82,0,6,17859,0.497229968
13,1,6,13881,0.639701751
17,2,10,13110,0.677293669
81,1,7,12248,0.724927335
84,2,17,10817,0.820783027
12,0,8,12960,0.685050154
17,5,10,10725,0.827690443
31,9,4,8987,0.987751196
91,5,11,13530,0.65605765
26,2,7,12295,0.721922733
24,3,17,13737,0.646093761
49,4,7,11716,0.757523899
42,1,12,15922,0.557359
28,2,12,12672,0.700284091
25,0,15,14624,0.606806619
42,4,10,19511,0.45477423
86,0,12,12809,0.692691077
50,0,9,17969,0.493751461
89,14,6,13092,0.677646654
100,0,10,15682,0.565728223
61,0,14,11036,0.80388456
24,4,5,11767,0.753906688
20,4,9,12939,0.685600124
25,2,9,12284,0.722146695
19,0,13,11866,0.747568684
63,2,10,11742,0.755426673
43,1,10,12648,0.701309298
95,5,10,11959,0.741705828
15,1,5,10385,0.854
17,1,11,13094,0.677304109
68,9,4,7102,1.248649676
20,20,2,13247,0.669351551
28,0,16,13582,0.652816964
18,15,4,20659,0.429144683
109,1,9,12910,0.686717273
48,0,10,13744,0.645030559
33,8,6,17028,0.520628964
49,14,6,9961,0.889950808
42,5,11,12436,0.712833709
65,4,10,12649,0.700738398
29,19,8,10519,0.842627626
62,13,10,12068,0.734429897
26,2,10,12287,0.721248474
99,1,7,13014,0.680875211
35,0,7,9457,0.936929259
92,2,9,14307,0.619292654
18,5,7,9899,0.895060107
55,18,8,11320,0.782535336
16,0,10,12163,0.728285785
104,0,11,13133,0.674438438
70,0,12,15542,0.569895123
12,2,7,10181,0.86996464
54,2,19,11020,0.803684211
75,5,13,10844,0.816577831
34,3,12,14669,0.603607608
12,3,14,11512,0.769053162
22,9,6,13261,0.667617827
35,1,12,13634,0.649333284
18,3,10,11355,0.779623074
22,7,8,9618,0.920371179
21,1,10,14819,0.597320332
44,18,3,5901,1.5
13,6,5,6028,1.46833278
44,1,9,12465,0.709970317
73,1,7,17631,0.50191254
57,0,20,14531,0.608966348
17,0,9,14801,0.597853523
25,16,20,12895,0.686157425
17,5,14,18711,0.472860884
13,0,14,11526,0.767561166
56,2,4,8943,0.989161355
92,4,6,17869,0.495019867
44,12,4,10300,0.858699029
39,6,17,10108,0.874951524
18,5,7,10576,0.836120461
73,0,26,9880,0.895
33,6,10,12411,0.712402707
46,2,12,15390,0.574461339
67,2,11,8275,1.068374622
113,18,6,12734,0.69425161
65,15,7,10418,0.848579382
67,0,7,6471,1.366156699
94,14,5,9590,0.921788321
55,2,9,14090,0.627371895
43,14,6,9648,0.916210614
51,5,13,13163,0.671533845
27,3,9,10598,0.834034724
50,4,5,10230,0.864
49,2,8,10538,0.838740748
37,1,10,17232,0.512911444
17,0,9,11993,0.736867339
41,5,7,14414,0.613091439
94,2,14,12050,0.733319502
58,1,12,12788,0.690983735
67,3,10,12813,0.689598845
112,1,12,17888,0.493938953
85,7,11,10471,0.843807659
84,2,13,13503,0.654327927
64,3,13,16101,0.548708776
17,3,9,12788,0.690836722
30,0,11,12621,0.699854211
92,5,6,9744,0.906454228
34,4,10,11359,0.777538516
35,17,6,16991,0.519781061
79,0,9,12543,0.704022961
23,9,10,14061,0.627981651
80,9,6,9932,0.889021345
46,0,10,23016,0.383610532
90,4,12,9687,0.911378136
34,0,9,12966,0.68082832
65,1,30,12390,0.712333333
68,4,11,14944,0.590584181
19,2,7,14149,0.623669517
21,1,12,9798,0.90061237
46,9,4,8966,0.984180236
15,12,5,11610,0.76
63,0,8,12573,0.701756939
29,0,7,9795,0.900511485
13,2,7,11807,0.747050902
65,3,10,15905,0.554469035
80,2,12,16047,0.549481523
79,3,8,13100,0.673033588
19,0,14,17375,0.507343885
58,10,7,14654,0.601532005
74,13,6,12429,0.70920428
18,0,5,13355,0.66
20,4,9,10557,0.834832812
48,0,17,15012,0.587069678
41,0,12,12102,0.728230871
19,5,4,11360,0.775788732
32,14,8,18004,0.489430127
60,0,15,16419,0.536642914
23,6,11,13144,0.67035073
70,3,11,13925,0.632743986
86,2,8,13992,0.629702687
48,4,9,9485,0.928828677
56,0,10,10831,0.813386576
29,4,7,12786,0.689002033
22,0,10,10650,0.827090141
86,12,8,13161,0.669288048
85,11,8,11104,0.793232169
38,0,7,7703,1.143445411
15,1,11,14604,0.603082717
24,14,10,9381,0.938833813
84,15,6,12233,0.719897
54,1,14,10227,0.861056028
39,2,10,13355,0.659380007
28,4,11,12470,0.706168404
90,0,16,10531,0.836186497
27,1,16,10216,0.861956735
26,0,7,12202,0.721621046
17,4,7,9407,0.936011481
72,19,7,13358,0.65914059
54,7,8,9785,0.899814001
53,0,17,12240,0.719318627
86,0,15,15188,0.579687253
76,2,10,12759,0.690040756
46,3,7,13142,0.669879775
95,0,14,17746,0.496080243
65,6,10,13417,0.655990907
44,5,7,11409,0.771383995
61,0,8,12142,0.724765278
21,1,8,11788,0.746491347
73,7,8,12944,0.679819221
31,2,10,15946,0.551749028
24,0,10,9266,0.949511116
29,4,10,15828,0.555821961
43,1,8,12240,0.71875
49,7,10,9914,0.887315917
53,0,8,11831,0.743489139
17,3,12,14182,0.620172049
70,0,7,12781,0.688122213
65,2,6,11883,0.740108558
82,6,5,11726,0.749855023
74,2,14,10744,0.818307893
22,14,6,9821,0.895204154
52,9,7,10866,0.809074176
49,1,6,9867,0.890966859
41,1,4,10603,0.829072904
34,0,22,11051,0.795423944
93,1,10,13566,0.647943388
27,9,12,12366,0.710794922
66,17,6,12644,0.695132078
65,6,7,11914,0.737703542
19,10,5,16506,0.532460923
35,5,8,11293,0.778190915
80,9,12,11310,0.777001768
14,6,8,13808,0.636397016
39,5,7,13225,0.664418147
100,1,10,11428,0.768879069
50,1,7,13517,0.650011837
75,3,7,13167,0.667142857
96,0,8,13532,0.6491376
83,10,8,15520,0.565979381
57,0,16,13516,0.649815774
16,10,12,18192,0.482789138
21,2,7,13798,0.63653428
23,2,13,17059,0.514823847
84,6,4,9920,0.885309476
29,0,7,8807,0.9971886
47,0,8,14283,0.614807813
87,6,4,9033,0.97203919
18,3,6,10914,0.804479568
42,0,4,9874,0.889198906
29,2,10,17063,0.514551955
86,16,6,10398,0.844287363
77,3,8,11256,0.779856077
23,1,10,14000,0.627
65,1,9,11238,0.780995729
80,2,7,11776,0.745252208
105,3,10,12012,0.730573593
43,3,7,10688,0.820965569
85,5,11,11937,0.735000419
25,8,9,12729,0.689260743
38,1,14,11018,0.796278816
33,4,6,10720,0.818408582
41,0,17,10787,0.813291925
16,2,5,12782,0.686348772
41,2,7,12168,0.72097551
94,7,5,13626,0.643742845
39,3,11,15006,0.584486206
32,10,11,13653,0.642387754
64,3,7,15082,0.581513725
96,7,13,16815,0.521531966
29,11,10,8977,0.976851955
52,2,16,10264,0.85435795
12,0,12,13945,0.628741484
62,4,11,15036,0.583107209
35,10,5,10605,0.826737388
50,10,6,11973,0.732264261
74,5,6,10888,0.805223181
18,1,8,11640,0.753179553
107,4,6,12316,0.71182608
102,1,19,21441,0.408880183
22,7,6,11538,0.759799792
77,0,6,14622,0.599493913
49,3,11,16558,0.529397874
32,0,13,14813,0.591738338
87,14,8,10653,0.822782315
31,11,5,12898,0.679562723
39,4,8,13531,0.647758481
47,7,14,13586,0.645093479
21,6,10,12548,0.698433216
75,0,15,14982,0.58493926
33,4,12,12746,0.687536482
12,0,14,15064,0.581740574
28,4,7,11983,0.731246766
35,5,5,15311,0.572297041
92,3,10,13061,0.670875124
40,0,7,12056,0.726770902
57,1,11,16560,0.529091787
47,2,10,11655,0.751477477
49,0,10,11917,0.73495091
77,6,11,10936,0.800790051
22,0,14,10364,0.844950791
54,2,18,10768,0.813205795
107,3,5,11909,0.735264926
79,1,9,12289,0.712518512
31,9,9,11973,0.731295415
63,7,7,9815,0.892055018
62,1,8,17222,0.508374173
15,0,9,10285,0.851225085
14,2,5,10450,0.837686124
24,0,9,12195,0.717777778
25,13,5,9835,0.89
97,0,7,15236,0.574495274
33,5,7,14518,0.602905359
57,4,8,12066,0.725323222
45,4,12,13654,0.640946243
29,23,3,6520,1.341947853
47,5,9,9151,0.956034313
54,4,7,13318,0.65686064
55,16,6,10923,0.800869724
91,4,12,13343,0.655608184
73,2,10,10876,0.804274549
39,5,7,12684,0.689568748
47,9,11,15335,0.570359961
95,1,8,13838,0.632056656
45,3,12,13101,0.667608579
67,9,9,9712,0.900521005
112,4,6,12333,0.709104841
59,7,16,9305,0.939737775
77,0,11,15330,0.570386823
85,2,9,10226,0.855077254
72,0,14,13600,0.642942647
15,1,10,14191,0.61606793
76,0,9,13328,0.655926621
102,0,12,14469,0.60419172
42,6,4,6821,1.281530567
69,2,6,12387,0.705660773
109,7,5,11893,0.734944926
56,3,11,10495,0.832775607
48,0,6,9940,0.879267606
68,6,7,7306,1.196242814
14,2,10,11463,0.762319637
87,6,10,13981,0.624999642
53,1,12,13952,0.626262185
29,5,7,9229,0.94672879
28,4,11,15339,0.569546907
18,3,17,12631,0.691549363
80,5,7,10363,0.842835086
48,14,11,10119,0.863118885
18,5,8,11080,0.788250903
33,10,13,14124,0.618344662
33,8,9,11854,0.736719251
17,14,8,16130,0.541416615
34,4,9,12166,0.717789742
12,0,8,15100,0.578308609
30,0,6,16287,0.536106097
81,1,9,11783,0.741007384
31,4,21,8635,1.011096699
42,0,6,13932,0.626666667
20,0,16,10561,0.826587444
27,0,8,11853,0.736484434
38,2,10,12494,0.698643349
25,1,7,16435,0.531108001
74,6,7,8879,0.982999212
14,4,9,16285,0.535955173
64,0,15,15752,0.554087735
33,4,14,12292,0.710047999
70,3,15,19000,0.45935
29,1,6,14054,0.620971965
81,4,8,11585,0.753302546
39,3,4,10670,0.817757263
12,6,5,5988,1.457059118
83,4,10,12544,0.695461575
54,1,8,13446,0.648796668
75,5,6,11176,0.780560129
53,0,13,15580,0.559910783
66,3,7,11266,0.774251731
33,4,8,16120,0.541109801
41,20,4,10572,0.825
22,11,4,10572,0.825
77,0,12,14433,0.604272154
18,18,3,9690,0.9
56,5,8,12769,0.682960294
75,3,9,12425,0.701854326
102,4,8,14737,0.591741874
22,8,7,11838,0.736644703
37,2,9,10753,0.810942063
79,0,15,12043,0.724051316
91,5,7,13814,0.631148111
40,2,7,12998,0.670770888
17,9,8,9967,0.874723588
50,0,11,11206,0.777998394
54,3,11,9649,0.903449062
90,4,20,12807,0.680648083
71,2,11,12657,0.688692423
18,6,11,18010,0.483931149
13,1,5,11372,0.766395533
40,2,6,12091,0.720812174
15,4,6,11686,0.745750471
60,3,10,12143,0.717671086
19,7,11,13284,0.656026046
36,1,5,15051,0.578964188
105,3,12,11556,0.754048114
21,8,10,12925,0.67415087
101,2,10,10513,0.82879863
15,5,4,6405,1.360349727
34,3,10,12674,0.687425438
49,0,16,15405,0.565552743
32,2,13,18914,0.460628106
82,1,9,12076,0.721344816
20,1,12,24818,0.350985172
70,4,6,13974,0.623325462
22,0,8,12465,0.698756518
22,2,16,10369,0.839809046
21,3,7,11073,0.78638761
19,12,5,11610,0.75
40,13,9,13234,0.657964334
18,0,15,10997,0.791756843
21,0,6,12804,0.68
13,0,7,12866,0.676684284
31,12,8,16408,0.530597879
19,8,8,11089,0.785081612
29,2,9,11225,0.775556347
44,0,11,11322,0.768903021
32,1,6,9933,0.876345515
86,1,8,9272,0.938754314
69,1,6,12603,0.690582401
27,4,10,13408,0.649079654
23,7,9,11249,0.773653658
12,1,14,9635,0.903201868
21,0,7,15146,0.574558299
30,5,9,10272,0.847058022
108,0,9,15934,0.546031756
13,1,13,14853,0.585754393
15,0,12,13584,0.640444641
19,0,10,11339,0.767157598
77,5,14,13671,0.636259966
45,4,15,9918,0.877011494
17,13,2,12684,0.685745822
18,5,8,9275,0.937785445
27,1,7,11466,0.758571429
15,0,8,11015,0.789620517
40,1,12,11398,0.763024215
14,8,4,9636,0.9025
57,1,10,14230,0.611082923
55,0,8,15835,0.549095674
20,3,10,13480,0.645
37,5,5,11090,0.784
56,5,8,10545,0.824494073
14,0,7,10045,0.865445495
51,18,5,13284,0.654351099
77,1,6,12282,0.707732454
31,15,9,13056,0.665766697
97,4,10,10453,0.831524921
19,12,6,15968,0.544282315
69,9,4,6320,1.375110759
69,4,9,11100,0.782940541
79,1,6,12754,0.681375255
85,3,8,16236,0.535226041
52,1,5,15489,0.561032991
42,0,11,11485,0.756623422
42,2,6,9291,0.935109246
19,2,10,12507,0.694648597
38,7,11,9721,0.893636457
74,13,5,8687,1.0
35,3,8,10065,0.862978639
37,1,5,7050,1.23192766
19,1,11,10752,0.807753906
21,5,8,11837,0.733707865
40,0,10,11541,0.752497184
20,17,7,13110,0.662414188
79,5,9,16189,0.536416085
26,12,8,21376,0.40625
68,10,7,10217,0.849921699
41,0,15,9686,0.896461904
48,1,14,10626,0.817142857
93,2,4,7767,1.117914253
65,16,12,10064,0.862738474
102,7,8,11002,0.789159244
21,0,11,13349,0.650367818
23,10,8,11944,0.726712157
72,2,11,13303,0.652460347
48,1,13,13033,0.665872784
30,9,15,9824,0.883268526
37,0,7,9467,0.916561741
97,0,10,10214,0.849483062
20,4,7,13479,0.643656799
15,3,5,13711,0.632744512
36,1,10,11363,0.763482355
65,5,7,9776,0.887417144
28,6,10,12719,0.68203711
20,0,21,16313,0.531768528
19,0,9,14761,0.587668857
28,3,11,9635,0.90031863
68,0,8,11739,0.738918136
83,0,15,13583,0.638603401
36,0,14,13365,0.649009353
96,11,12,12838,0.675627045
82,0,12,18287,0.474229234
44,1,8,10464,0.82875
23,2,8,20215,0.42898788
83,5,6,8960,0.967830357
40,18,7,11084,0.782298809
74,7,9,11298,0.767472119
76,3,8,15600,0.555814744
17,0,5,16735,0.518111144
74,1,9,12889,0.672705408
44,13,8,15738,0.55088639
56,1,7,10663,0.813023539
17,2,12,12586,0.688683458
21,4,8,12209,0.709944303
15,0,10,15633,0.554434849
48,1,12,14915,0.581116326
67,0,4,9021,0.960691719
34,2,17,13717,0.631787563
62,9,5,13286,0.652248231
21,1,11,12179,0.711532145
92,2,10,13754,0.630050894
40,4,10,12994,0.666898569
65,15,3,10824,0.800545085
112,3,11,14803,0.585327299
31,3,9,11612,0.74612556
18,0,12,12639,0.685470369
57,2,7,9841,0.880342445
23,0,10,15151,0.571791961
36,0,25,13118,0.660400976
17,0,6,12193,0.710500287
27,12,7,11913,0.727104843
13,1,11,12922,0.670313419
100,0,8,14161,0.611608643
49,0,8,9481,0.913475372
49,4,9,10054,0.861399443
96,1,5,9966,0.868946418
55,7,6,11571,0.748414139
112,1,15,15409,0.561991044
14,1,8,11120,0.77875
17,0,15,14381,0.602152145
22,6,6,15815,0.547550427
16,8,6,13131,0.659462341
73,0,10,9920,0.872917339
30,6,11,11359,0.762194735
77,0,10,17957,0.482135101
30,0,7,12935,0.669294163
45,0,14,12428,0.696583521
67,1,12,14780,0.585687415
36,16,10,9437,0.917272438
87,0,10,13333,0.64919373
72,3,7,10142,0.853386906
27,0,9,10786,0.802430002
79,0,10,10812,0.800490196
95,3,2,6138,1.41
96,1,8,14005,0.617945734
26,0,8,10378,0.833885142
32,2,6,10526,0.822134714
22,0,13,13032,0.66401857
34,3,7,9984,0.866733774
88,4,5,16198,0.534217805
35,4,7,9247,0.935765113
45,13,8,12081,0.716240377
22,2,10,10563,0.819074127
89,1,9,11785,0.734137463
23,15,7,13593,0.636482013
70,2,6,11175,0.774200447
42,5,9,10423,0.830043174
33,3,16,13263,0.652288321
12,1,12,12606,0.686239886
34,5,12,12165,0.7110933
37,4,13,10983,0.787610853
81,3,18,13494,0.641044168
49,12,12,12003,0.720611514
20,1,7,11226,0.770464101
56,0,9,11630,0.743699054
19,1,7,9633,0.897869822
37,0,10,11011,0.785499955
28,2,13,10642,0.812531479
99,0,13,17214,0.502263855
23,0,13,8970,0.963846154
27,6,5,12913,0.669391311
48,4,6,10755,0.8036755
49,18,2,5762,1.5
53,5,7,9960,0.867731928
14,2,12,12926,0.668583475
35,12,7,11481,0.752713178
32,0,6,6987,1.236805496
31,1,12,17041,0.507077049
71,1,10,10220,0.845449119
82,2,5,10980,0.786920765
33,0,8,13181,0.655451787
111,9,8,14550,0.593771134
33,6,8,13057,0.661616757
42,4,12,13568,0.636674528
29,5,6,12712,0.679539805
66,6,10,12040,0.717425249
44,6,5,14312,0.60341322
36,4,8,13842,0.623827482
14,0,7,12419,0.695217006
20,3,11,13321,0.648111253
42,3,6,13144,0.65680843
49,0,19,14756,0.585054215
77,0,8,10908,0.791422809
109,0,12,15696,0.55
44,4,9,12491,0.691059963
52,2,9,10319,0.836501599
15,0,7,10919,0.790519278
17,3,6,9552,0.903479899
102,2,12,11580,0.745201209
73,0,11,11401,0.756844136
31,14,8,10566,0.816453719
16,0,8,13918,0.619773674
35,20,2,12174,0.708542796
101,1,3,6117,1.41
86,8,9,13703,0.62937313
19,2,14,16204,0.532180326
68,5,6,9647,0.893894475
48,17,9,13311,0.647802569
24,13,10,10114,0.852570694
43,0,7,9925,0.868793955
87,5,9,12292,0.701483078
26,2,14,12544,0.687372449
97,2,9,14487,0.595170843
32,10,8,11345,0.759977964
27,9,8,16184,0.532718117
15,2,6,11538,0.74716762
19,7,5,11222,0.768183033
81,0,6,11185,0.770677693
85,6,12,11292,0.763354587
36,0,9,11416,0.755056062
64,2,7,11225,0.767861024
70,5,10,14274,0.603820233
38,2,12,11784,0.731361168
23,11,9,16666,0.517082683
83,6,11,14310,0.602184486
75,1,8,11752,0.733230088
62,2,9,12829,0.671658742
72,2,16,14070,0.612412225
96,7,6,11107,0.775774737
16,3,8,12525,0.68794491
24,12,11,14146,0.609062633
61,6,10,13547,0.6359563
53,0,11,11521,0.747762347
51,0,12,11512,0.74834173
64,5,6,13042,0.660510658
104,1,11,17134,0.502757675
35,2,7,14099,0.610928435
57,20,6,12352,0.697328368
80,5,6,10133,0.850003947
23,1,16,10384,0.829375
46,8,11,16231,0.53059639
18,4,6,10610,0.811573044
38,2,9,8988,0.958010681
12,6,4,15360,0.560546875
23,8,9,12378,0.695537243
100,0,8,15039,0.572458275
53,0,13,11265,0.76422814
19,1,13,9618,0.895021834
104,1,9,14233,0.604796599
29,1,8,13967,0.616297702
92,2,14,14356,0.599573697
66,4,9,15472,0.556309462
21,16,6,9394,0.916244411
74,17,9,10985,0.783500228
31,2,12,11513,0.74749848
76,4,7,11733,0.733340152
68,0,9,14677,0.586228793
29,0,7,11688,0.736103696
16,10,2,7322,1.175
69,6,11,11962,0.719193279
17,0,8,12229,0.703482705
47,2,9,11510,0.747419635
88,5,2,8747,0.983513205
17,7,9,18194,0.472799824
21,3,8,12759,0.674196254
85,16,4,10228,0.841024638
24,2,8,11318,0.759964658
16,0,13,17288,0.497521981
47,1,8,14012,0.6137839
78,2,13,10934,0.786545637
60,0,17,13907,0.618313799
27,4,8,11764,0.730847501
48,1,10,10344,0.831162026
14,0,8,12398,0.693394096
15,4,7,10525,0.816761995
24,3,6,11494,0.747894554
97,4,8,12963,0.663128905
44,2,8,12275,0.700232179
107,3,14,12049,0.713352975
48,0,11,16791,0.511846823
33,0,16,17180,0.500224098
35,1,11,19890,0.431982906
103,8,12,17176,0.500227643
